region_id,area_px,perimeter_px,eccentricity,major_axis_length_px,minor_axis_length_px,orientation_rad,bbox,centroid_yx
1,599,283.05382386916233,0.9944537012812111,126.68701333046161,13.324339982442245,-0.023724798964496596,"[0, 18, 117, 37]","[55.15025041736227, 29.535893155258766]"
2,477,249.94112549695427,0.9993577835791486,137.2955230156761,4.919742106948226,-0.019403962915244252,"[0, 106, 119, 113]","[57.863731656184484, 108.52830188679245]"
3,3322,678.842712474619,0.9744088126985793,199.77536652591394,44.906136718423646,0.06903543781756012,"[0, 116, 199, 182]","[79.20620108368453, 147.61649608669475]"
4,208,105.65685424949237,0.9966901237441868,58.69527473196228,4.771603553401156,-0.007881174088629123,"[0, 190, 51, 195]","[23.504807692307693, 191.625]"
5,323,141.84062043356596,0.8415163808988129,46.92916014017592,25.352615227504085,0.901251073908101,"[0, 267, 35, 298]","[21.027863777089784, 277.5077399380805]"
6,1716,465.9604614807105,0.9906735021011929,167.34813076702974,22.802380159639043,-0.045641383590377574,"[0, 349, 141, 380]","[74.57867132867133, 369.493006993007]"
7,28972,6242.480948615353,0.7445002477681666,424.8876661105431,283.6644317638276,-0.2097266218515779,"[0, 148, 456, 512]","[290.4065994753555, 374.5677550738644]"
8,909,425.49852070358486,0.8393803282444131,118.62132953878387,64.47597573564323,0.5824377190025082,"[0, 424, 90, 499]","[58.775577557755774, 444.4092409240924]"
9,141,48.62741699796952,0.7551694309217872,17.143317028458053,11.237952723592853,1.2688679552381126,"[0, 464, 12, 481]","[5.056737588652482, 471.3333333333333]"
10,757,272.9360748630709,0.9923294947928375,115.67163957777079,14.299454106527778,0.09727287287496546,"[10, 0, 107, 23]","[55.22060766182299, 10.038309114927344]"
11,215,97.63961030678928,0.9416717223400308,34.82097514474024,11.718402430294319,0.554062279078556,"[12, 219, 41, 243]","[26.53953488372093, 230.07441860465116]"
12,130,61.25483399593904,0.8248373146109338,19.95790851636115,11.283605694769927,0.23638205829223496,"[24, 67, 43, 80]","[32.26923076923077, 73.07692307692308]"
13,91,53.698484809834994,0.913068328344199,20.820807421223456,8.490862805501358,0.07768059969058151,"[25, 318, 44, 329]","[35.175824175824175, 323.56043956043953]"
14,949,361.9604614807105,0.7329570826915935,61.010699647016885,41.50404649648028,1.465381394117389,"[27, 38, 75, 102]","[52.34351949420443, 66.79241306638566]"
15,104,41.698484809834994,0.6704461563320933,14.280137199064407,10.595264708284493,1.3592262412636529,"[43, 329, 56, 345]","[48.48076923076923, 336.41346153846155]"
16,116,65.59797974644665,0.8591542066398004,24.507117115852832,12.54070272905791,1.243544912852348,"[52, 432, 68, 453]","[57.577586206896555, 442.7413793103448]"
