region_id,area_px,perimeter_px,eccentricity,major_axis_length_px,minor_axis_length_px,orientation_rad,bbox,centroid_yx
1,65281,13030.352590727216,0.5028191432711114,591.7440365371671,511.4985988386292,0.688325890453786,"[0, 0, 512, 512]","[253.82313383679784, 301.71755947366]"
2,1534,562.0081886954629,0.6376347070340874,72.17738754582224,55.601047431101115,-0.27782494789236,"[0, 37, 76, 101]","[43.6890482398957, 68.54302477183833]"
3,587,297.46803743153544,0.9971708273572154,142.25063851352235,10.692802770023386,0.010582108907877997,"[0, 100, 119, 119]","[59.194207836456556, 109.05281090289608]"
4,225,115.3492424049175,0.9900226406986066,56.36195424554091,7.941871536363174,0.010719876881732511,"[0, 183, 50, 195]","[22.22222222222222, 191.13333333333333]"
5,385,177.57463914933368,0.9105310360461788,57.087818235344,23.60242891212335,0.4078726492417493,"[0, 220, 46, 251]","[23.594805194805193, 233.07272727272726]"
6,500,222.43250352560273,0.6795125986450417,50.08720998394689,36.7471747488703,0.46049721842945024,"[0, 267, 52, 298]","[26.89, 278.072]"
7,880,355.3025612106916,0.9670102628411478,114.68644051122148,29.214927607260332,0.08294412888924473,"[0, 321, 114, 359]","[53.53977272727273, 341.42045454545456]"
8,140,49.21320343559643,0.6879321234058426,16.191513223623726,11.751395989093522,1.2032055038717278,"[0, 463, 12, 480]","[4.821428571428571, 471.04285714285714]"
9,253,126.97056274847714,0.9970324034483767,66.19215839775201,5.0956727291043675,-0.02866764677320315,"[0, 502, 60, 508]","[27.948616600790515, 504.5177865612648]"
10,147,76.76955262170047,0.8965916823200306,28.02421503146252,12.410752472475448,-1.2053276463286526,"[39, 294, 54, 318]","[47.31972789115646, 308.46938775510205]"
11,123,68.76955262170047,0.8565525865932909,24.760228675366964,12.777757440070875,1.1270828989331656,"[51, 433, 69, 453]","[57.447154471544714, 442.9512195121951]"
12,319,140.29646455628165,0.9183805636509933,48.87773971062036,19.340838244846616,0.2832685294638439,"[65, 218, 108, 247]","[89.62068965517241, 228.3949843260188]"
13,284,128.39696961967,0.7292751684396073,36.6419270370769,25.071158604288073,1.3157152449190421,"[83, 284, 113, 313]","[100.30281690140845, 296.6901408450704]"
14,665,355.9411254969543,0.9997421429426604,201.00937979820705,4.5644960358242,-0.020386199827806786,"[134, 184, 309, 192]","[221.70676691729324, 187.70827067669174]"
15,1010,291.0782104868019,0.865873175486619,63.701436758138634,31.86750845348862,-0.943931970132107,"[170, 47, 227, 103]","[198.97029702970298, 71.15742574257426]"
16,265,132.35533905932738,0.9960244924467406,67.65946379460216,6.027091380710416,-0.033871425312720506,"[172, 360, 235, 368]","[203.6, 363.46415094339625]"
17,7265,2442.35151391472,0.9269450189839972,271.43494619162215,101.84162922245162,-0.028503413884308024,"[198, 0, 512, 98]","[343.42023399862353, 36.402339986235376]"
18,599,115.63961030678928,0.6536069728481175,33.241903876304676,25.158607942458953,1.4828998306403278,"[230, 205, 259, 244]","[242.0651085141903, 221.6560934891486]"
19,202,110.87615433949867,0.7652797342969472,29.67447159613379,19.101393708761123,-0.5662152106351147,"[250, 67, 279, 86]","[264.7524752475247, 76.72772277227723]"
20,129,66.76955262170047,0.8377061777225465,23.552275804880086,12.862397011352854,1.1013629350703362,"[310, 430, 328, 450]","[316.47286821705427, 439.91472868217056]"
21,247,116.52691193458118,0.9866114156607328,57.95963736909682,9.452560208734234,-0.11393836628582818,"[320, 176, 370, 189]","[347.99595141700405, 184.0242914979757]"
22,582,213.1370849898476,0.8948819975107579,51.03965394006948,22.77914167918789,-1.4682633321657668,"[320, 200, 351, 256]","[335.70274914089345, 226.12027491408935]"
23,133,65.698484809835,0.9519222863794004,29.332282728510137,8.985640244842985,0.13834903643730312,"[337, 74, 362, 86]","[347.6390977443609, 81.42105263157895]"
24,911,364.6934341759516,0.9895711971714174,131.0936164763868,18.88332706534996,-0.013229062618509643,"[391, 170, 512, 196]","[455.7925356750823, 182.589462129528]"
25,285,115.43250352560273,0.9534461844608698,39.828695847798556,12.010869615072675,-1.2838193579448016,"[403, 204, 420, 244]","[411.33684210526314, 225.4]"
26,1930,539.8305191657993,0.6410645741767137,80.27302726287026,61.60850051166531,1.5569347011786072,"[431, 248, 512, 322]","[472.4678756476684, 283.4725388601036]"
27,1274,390.8832970144351,0.7396732535796049,67.40537089385583,45.36153488755982,0.09149409666626795,"[447, 439, 512, 484]","[479.38147566718993, 460.93249607535324]"
28,856,208.54520189781084,0.8538917288212543,58.048302846883,30.211278976049233,1.1394886687770152,"[456, 198, 492, 247]","[471.2616822429907, 225.83644859813083]"
29,966,195.33809511662426,0.7931250742134358,49.99699740797119,30.451111031326782,-1.1518071294309233,"[458, 41, 495, 88]","[473.1532091097308, 60.99585921325052]"
30,200,67.698484809835,0.709566328436255,21.449847654831032,15.114391671004807,0.05766947958822093,"[482, 0, 504, 17]","[495.11, 6.79]"
