region_id,area_px,perimeter_px,eccentricity,major_axis_length,minor_axis_length,orientation_rad,bbox,centroid_yx
1,91,44.384776310850235,0.9504328154870959,20.907881301717108,6.500887477508421,0.25942679405782676,"[2, 489, 21, 498]","[9.340659340659341, 493.2307692307692]"
2,168,63.01219330881976,0.9072854593950497,24.690916832186435,10.382907642407744,1.400182720923524,"[4, 395, 17, 418]","[10.386904761904763, 405.6666666666667]"
3,99,51.73401871576773,0.8246802416844247,17.834349305248587,10.08709439223844,-0.31741711724307337,"[10, 159, 26, 173]","[18.060606060606062, 166.97979797979798]"
4,57,31.79898987322333,0.7270054347481033,11.193223288991964,7.685621987580321,1.4493531320116348,"[10, 175, 19, 186]","[13.578947368421053, 180.80701754385964]"
5,65,40.112698372208094,0.8382083872137224,14.447475131670798,7.878931584388193,-0.16947441947649922,"[11, 90, 25, 100]","[17.876923076923077, 94.36923076923077]"
6,69,32.384776310850235,0.8505542021552515,13.090850192413535,6.884313068387534,0.4076903691575838,"[13, 18, 26, 26]","[19.014492753623188, 21.391304347826086]"
7,86,47.941125496954285,0.9057977277025914,17.62067776928476,7.466063873222497,1.2250820665182978,"[13, 235, 23, 251]","[17.267441860465116, 242.80232558139534]"
8,100,37.21320343559643,0.653060477364892,13.263765603292887,10.044726079933913,-1.0128827511019347,"[14, 44, 25, 57]","[18.86, 49.17]"
9,41,23.556349186104043,0.8226546054722559,9.696788928038849,5.513026605720172,0.3473691380983517,"[18, 393, 28, 400]","[22.26829268292683, 396.0731707317073]"
10,49,28.627416997969522,0.8803644937293348,11.772504597995754,5.583672474038259,-0.7611934862627895,"[20, 329, 30, 339]","[24.959183673469386, 333.85714285714283]"
11,47,27.79898987322333,0.92782041223484,12.907900478165324,4.814997812353414,-0.6912165430413677,"[22, 403, 33, 412]","[27.319148936170212, 406.59574468085106]"
12,197,70.76955262170047,0.846741473818437,24.409018958459793,12.985709956627517,0.01634060674771879,"[26, 46, 52, 62]","[37.944162436548226, 55.72081218274111]"
13,135,68.59797974644667,0.9510608827020751,29.167177731202635,9.012761626726611,0.24547555804016982,"[27, 356, 51, 370]","[38.8962962962963, 364.037037037037]"
14,86,54.31980515339464,0.9756703886660508,25.48084768658508,5.586485845714271,1.4263745891355577,"[28, 161, 37, 183]","[31.3953488372093, 171.84883720930233]"
15,59,30.14213562373095,0.8405676485775252,12.326289346336246,6.6772321522666855,1.5524241369384515,"[30, 15, 37, 26]","[32.559322033898304, 19.779661016949152]"
16,83,36.62741699796952,0.8182532863382566,14.0795767940353,8.093755387886626,0.10884288699946906,"[34, 283, 49, 292]","[41.325301204819276, 287.0240963855422]"
17,149,64.18376618407356,0.9259034211659032,26.0706571480001,9.848459624890225,-0.9044395344299923,"[36, 398, 55, 418]","[45.42953020134228, 409.2281879194631]"
18,35,22.14213562373095,0.8436963549452103,10.46444368841417,5.617529953796844,1.0475899769714967,"[36, 439, 44, 449]","[40.2, 443.0285714285714]"
19,220,93.1543289325507,0.9814262978519246,40.8841259799559,7.8431932828169515,1.56881777361346,"[43, 63, 53, 102]","[48.018181818181816, 82.8]"
20,39,26.627416997969522,0.857541929556499,10.717177774078376,5.51306707557955,1.3614818352586116,"[49, 125, 56, 136]","[51.97435897435897, 129.84615384615384]"
21,482,159.19595949289334,0.9873523525555388,69.89337621471638,11.080984102812275,1.5080301158711797,"[50, 39, 67, 100]","[59.34854771784232, 65.17219917012449]"
22,37,24.970562748477143,0.9343013078620803,11.803632725132202,4.207809914712725,-1.0070789303366372,"[53, 4, 61, 14]","[56.513513513513516, 8.054054054054054]"
23,120,54.59797974644667,0.8336166915559416,19.082771657018466,10.540242633591587,0.6112835052909283,"[57, 363, 75, 378]","[67.5, 369.1166666666667]"
24,114,43.698484809834994,0.6507790420394959,14.375282952306902,10.91468043356918,-0.13985898036419728,"[58, 315, 73, 328]","[65.30701754385964, 320.9736842105263]"
25,99,52.941125496954285,0.8391533490605063,18.330532701016224,9.969883157929285,-1.5164178320194166,"[64, 165, 75, 182]","[67.91919191919192, 173.8181818181818]"
26,110,49.35533905932738,0.6144296301901603,14.629699929328504,11.542418168126133,-0.4094120097744983,"[67, 239, 84, 253]","[75.07272727272728, 245.98181818181817]"
27,126,70.42640687119285,0.9742622631105726,32.88579131486623,7.413032380275079,0.0938278525056922,"[67, 355, 96, 365]","[80.67460317460318, 359.95238095238096]"
28,233,91.49747468305833,0.657742619591132,23.372479224326245,17.605150617496427,1.0261640684736708,"[68, 115, 87, 141]","[74.43776824034335, 129.21459227467813]"
29,38,24.384776310850235,0.8075781735404516,9.59940433380256,5.661349876094229,-1.3149280066847542,"[73, 202, 79, 212]","[75.57894736842105, 206.81578947368422]"
30,56,27.798989873223334,0.7013836058137146,10.258022438442081,7.311754314979604,-0.872622927853422,"[78, 114, 88, 124]","[82.23214285714286, 117.78571428571429]"
31,133,51.45584412271571,0.9352671590902614,22.478796025260664,7.956202780719729,0.040030207747807564,"[78, 366, 100, 375]","[87.93233082706767, 370.8796992481203]"
